Ticker,Name,SECTOR,22년 1분기_PBR,22년 2분기_PBR,22년 3분기_PBR,22년 4분기_PBR,23년 1분기_PBR,23년 2분기_PBR,23년 3분기_PBR,23년 4분기_PBR,24년 1분기_PBR,24년 2분기_PBR,24년 3분기_PBR,24년 4분기_PBR,25년 1분기_PBR,22년 1분기_PER,22년 2분기_PER,22년 3분기_PER,22년 4분기_PER,23년 1분기_PER,23년 2분기_PER,23년 3분기_PER,23년 4분기_PER,24년 1분기_PER,24년 2분기_PER,24년 3분기_PER,24년 4분기_PER,25년 1분기_PER
2800,신신제약,제약,1.57,1.56,1.47,1.43,1.5,1.26,1.25,1.65,1.6,1.35,1.55,1.37,1.3,242.8,,,,,17.06,16.89,22.26,21.61,18.03,20.66,18.2,17.35
2810,삼영무역,유통,0.68,0.59,0.56,0.54,0.54,0.51,0.48,0.48,0.51,0.46,0.45,0.45,0.46,8.68,6.11,5.83,5.63,5.64,4.37,4.13,4.09,4.37,4.65,4.56,4.52,4.57
2820,SUN&L,종이·목재,0.31,0.37,0.3,0.25,0.22,0.22,0.21,0.19,0.21,0.14,0.17,0.15,0.15,,,,,,,,,,,,,
2840,미원상사,화학,3.48,2.92,2.96,2.84,2.86,2.38,2.33,2.33,2.42,2.46,2.57,2.45,2.24,18.06,15.02,15.22,14.6,14.71,11.42,11.18,11.18,11.57,15.36,16.06,15.31,13.96
2870,신풍,유통,0.7,0.63,0.49,0.41,0.35,0.35,0.32,0.29,0.29,0.34,0.42,0.42,0.48,1.69,,,,,,,,,,,,
2880,대유에이텍,운송장비·부품,4.07,4.65,3.53,2.91,3.05,2.57,2.0,0.42,0.39,1.55,1.45,1.45,1.32,,,,,,,,,,,,,
2900,TYM,기계·장비,6.09,5.59,4.8,4.74,5.12,1.08,0.82,0.67,0.73,0.52,0.39,0.44,0.56,196.12,49.15,42.2,41.64,44.97,3.71,2.83,2.29,2.53,3.37,2.54,2.85,3.59
2920,유성기업,운송장비·부품,0.29,0.29,0.27,0.26,0.27,0.27,0.26,0.25,0.25,0.23,0.2,0.17,0.16,,9.92,9.17,8.95,9.14,4.14,4.0,3.9,3.84,7.02,6.19,5.14,4.88
2960,한국쉘석유,화학,3.31,2.98,2.95,2.95,2.77,2.64,2.59,2.73,2.72,2.92,3.32,3.43,3.27,15.47,11.23,11.12,11.12,10.45,11.16,10.95,11.52,11.48,9.85,11.21,11.56,11.03
2990,금호건설,건설,1.03,0.53,0.45,0.39,0.38,0.42,0.36,0.35,0.33,0.32,0.27,0.22,0.2,14.72,2.34,1.99,1.72,1.68,10.78,9.34,8.99,8.42,132.17,114.64,93.03,83.11
3000,부광약품,제약,2.97,2.48,2.05,1.88,2.01,1.86,1.61,1.43,1.6,1.66,1.45,1.31,1.31,,,,,,,,,,,,,
3010,혜인,유통,0.69,0.75,0.72,0.63,0.67,0.64,0.58,0.56,0.56,0.52,0.5,0.46,0.49,12.04,15.45,14.67,12.89,13.76,,,,,8.11,7.72,7.2,7.57
3030,세아제강지주,기타금융,0.48,0.49,0.52,0.52,0.51,0.43,0.53,0.54,0.58,0.48,0.4,0.39,0.51,26.76,3.33,3.54,3.53,3.48,2.33,2.85,2.93,3.14,3.06,2.56,2.47,3.21
3060,에이프로젠바이오로직스,제약,4.75,4.32,3.57,3.12,2.25,4.11,4.4,3.31,2.11,0.28,0.24,0.18,0.17,172.15,275.12,227.26,198.97,143.23,155.63,166.84,125.46,80.12,,,,
3070,코오롱글로벌,건설,1.1,0.79,0.71,0.79,0.7,0.67,0.57,0.57,0.45,0.34,0.37,0.33,0.32,6.29,3.4,3.06,3.41,3.03,2.54,2.18,2.18,1.71,745.21,807.92,718.61,693.86
3080,SB성보,화학,0.56,0.61,0.51,0.47,0.47,0.48,0.44,0.42,0.42,0.44,0.4,0.38,0.37,,61.13,50.81,46.91,47.12,16.41,15.05,14.29,14.36,45.6,42.14,39.67,38.19
3090,대웅,제약,2.49,1.62,1.46,1.17,1.03,0.74,0.68,0.84,1.08,0.78,0.99,1.0,0.9,12.55,15.0,13.48,10.83,9.52,5.95,5.49,6.83,8.76,4.81,6.11,6.21,5.56
3100,선광,운송·창고,1.34,1.34,1.73,2.11,2.59,1.07,0.33,0.3,0.31,0.28,0.27,0.24,0.25,53.49,18.22,23.43,28.6,35.16,24.97,7.85,7.12,7.36,3.4,3.21,2.95,3.01
3120,일성아이에스,제약,0.12,0.07,0.08,0.09,0.1,0.46,0.39,0.37,0.37,0.35,0.31,0.28,0.28,7.4,,,,,1.97,1.65,1.56,1.59,,,,
3160,디아이,의료·정밀기기,1.99,1.4,1.07,0.85,0.94,1.23,1.31,1.1,1.37,3.44,2.85,2.49,2.67,40.41,13.06,10.03,7.98,8.75,12.71,13.57,11.37,14.17,164.48,136.54,119.13,127.69
3200,일신방직,섬유·의류,0.04,0.03,0.03,0.03,0.03,0.31,0.25,0.23,0.23,0.22,0.2,0.19,0.2,2.55,0.41,0.37,0.37,0.42,2.39,1.91,1.76,1.78,24.49,22.83,21.53,22.4
3220,대원제약,제약,1.75,1.66,1.64,1.68,1.54,1.22,1.33,1.33,1.26,1.17,1.22,1.15,1.14,20.65,52.24,51.53,52.91,48.22,9.65,10.52,10.56,9.95,12.87,13.47,12.67,12.6
3230,삼양식품,음식료·담배,1.99,1.89,2.1,2.16,2.31,1.9,2.55,3.36,3.18,5.7,7.42,7.79,10.86,10.16,13.06,14.54,15.0,16.03,10.79,14.54,19.11,18.12,25.48,33.19,34.86,48.58
3240,태광산업,화학,0.35,0.21,0.18,0.16,0.16,0.14,0.12,0.12,0.15,0.14,0.13,0.14,0.15,8.35,2.59,2.25,1.93,1.96,1.68,1.47,1.48,1.82,,,,
3280,흥아해운,운송·창고,,6.47,4.13,3.59,3.37,2.71,3.67,3.64,5.64,3.86,3.34,2.64,2.53,,23.47,14.99,13.02,12.21,15.66,21.25,21.08,32.67,18.77,16.23,12.84,12.3
3300,한일홀딩스,비금속,0.29,0.29,0.25,0.24,0.24,0.25,0.25,0.24,0.26,0.27,0.28,0.29,0.29,8.08,8.75,7.57,7.38,7.5,4.0,3.9,3.89,4.18,3.84,4.05,4.14,4.12
3310,대주산업,음식료·담배,1.24,2.07,1.63,1.48,1.25,1.18,1.01,0.88,0.86,0.79,0.68,0.65,0.72,19.35,34.93,27.53,24.92,21.17,18.72,15.97,13.91,13.56,5.94,5.1,4.92,5.46
3350,한국화장품제조,화학,2.78,2.4,1.86,1.8,2.58,1.96,2.12,1.82,1.82,2.62,4.61,4.37,3.34,,,,,,22.96,24.81,21.3,21.33,18.94,33.33,31.57,24.12
3380,하림지주,금융,0.53,0.36,0.29,0.26,0.39,0.37,0.25,0.24,0.26,0.22,0.2,0.2,0.19,13.44,2.42,1.98,1.77,2.61,3.91,2.66,2.57,2.73,16.48,14.6,14.73,14.16
3410,쌍용C&E,,2.36,2.37,2.02,1.79,1.74,1.84,1.69,1.81,2.03,2.18,2.18,,,28.72,21.08,17.98,15.95,15.47,23.03,21.05,22.62,25.39,15.91,15.91,,
3460,유화증권,증권,0.4,0.32,0.3,0.29,0.28,0.29,0.28,0.27,0.27,0.27,0.26,0.27,0.27,30.94,16.24,15.47,14.88,14.49,35.6,34.43,33.19,33.48,18.74,18.56,18.89,18.79
3470,유안타증권,증권,0.56,0.45,0.37,0.34,0.36,0.36,0.34,0.33,0.35,0.35,0.38,0.36,0.35,7.36,4.61,3.87,3.53,3.76,13.16,12.45,12.06,12.57,9.17,9.84,9.39,9.0
3480,한진중공업홀딩스,전기·가스,0.35,0.37,0.32,0.31,0.31,0.29,0.27,0.26,0.25,0.27,0.27,0.27,0.27,,,,,,6.79,6.19,6.0,5.73,12.27,12.12,12.22,12.28
3490,대한항공,운송·창고,2.05,1.5,1.31,1.24,1.21,0.94,0.98,0.89,0.93,0.83,0.85,0.92,0.91,,16.68,14.51,13.78,13.45,4.8,5.0,4.53,4.73,7.47,7.63,8.3,8.18
3520,영진약품,제약,7.99,7.76,5.8,5.1,5.75,5.82,4.99,4.32,4.22,4.31,4.86,4.49,4.17,,,,,,,,,,,,,
3530,한화투자증권,증권,0.9,0.49,0.36,0.3,0.34,0.38,0.35,0.38,0.56,0.47,0.48,0.5,0.49,16.81,6.44,4.73,3.86,4.45,,,,,80.61,82.17,86.02,84.6
3540,대신증권,증권,0.73,0.43,0.38,0.36,0.33,0.33,0.34,0.35,0.39,0.35,0.37,0.37,0.37,8.17,1.8,1.62,1.53,1.4,7.64,7.98,8.19,9.0,7.66,8.22,8.21,8.17
3550,LG,기타금융,0.66,0.57,0.6,0.61,0.62,0.55,0.52,0.51,0.55,0.48,0.49,0.45,0.42,9.16,4.88,5.14,5.2,5.31,7.12,6.78,6.66,7.06,9.98,10.16,9.49,8.78
3560,IHQ,오락·문화,67.87,57.36,37.59,30.76,18.82,37.07,2.48,2.48,0.83,1.68,1.68,1.68,1.68,,,,,,,,,,1.59,1.59,1.59,1.59
3570,SNT다이내믹스,운송장비·부품,0.47,0.29,0.31,0.31,0.32,0.33,0.35,0.47,0.55,0.58,0.69,0.73,0.89,25.77,3.17,3.36,3.41,3.55,9.47,10.15,13.37,15.64,8.17,9.77,10.26,12.55
3580,HLB글로벌,유통,8.64,3.7,3.49,2.79,2.33,3.82,2.8,2.62,4.04,4.91,4.69,3.49,3.56,,,,,,,,,,,,,
3610,방림,섬유·의류,0.68,0.7,0.77,1.32,1.21,1.26,0.42,0.36,0.4,0.43,0.52,0.69,0.74,23.94,18.99,20.65,35.64,32.59,45.75,15.19,13.14,14.62,,,,
3620,KG모빌리티,운송장비·부품,,,,,,1.99,1.54,1.48,1.44,1.06,1.06,0.81,0.72,,,,,,,,,,127.4,127.31,97.94,87.11
3650,미창석유,화학,0.49,0.41,0.4,0.37,0.36,0.32,0.32,0.35,0.36,0.33,0.36,0.39,0.38,6.08,3.76,3.6,3.39,3.25,4.38,4.45,4.75,4.98,2.5,2.72,2.95,2.92
3670,포스코퓨처엠,전기·전자,7.35,4.0,4.59,6.21,7.08,10.47,13.24,9.59,9.18,8.64,7.41,6.29,4.48,248.85,70.32,80.7,109.33,124.52,218.8,276.81,200.44,191.82,706.95,606.19,514.39,366.51
3680,한성기업,음식료·담배,0.83,1.04,0.8,0.68,0.7,0.62,0.57,0.57,0.62,0.75,0.69,0.55,0.54,16.86,,,,,22.81,21.12,21.02,23.0,31.66,29.08,23.18,22.63
3690,코리안리,보험,0.3,0.24,0.21,0.23,0.26,0.23,0.23,0.32,0.34,0.31,0.32,0.42,0.43,4.85,4.17,3.66,4.0,4.49,4.73,4.75,6.59,6.81,4.1,4.27,5.57,5.79
3720,삼영,화학,2.5,2.11,1.98,1.75,2.03,2.8,3.11,3.27,2.75,1.9,2.05,2.03,2.09,540.27,29.69,27.8,24.67,28.57,53.28,59.22,62.34,52.42,6.73,7.28,7.21,7.42
3780,진양산업,화학,2.86,2.39,1.96,1.82,1.7,1.67,1.64,1.78,1.62,1.47,1.47,1.64,2.11,24.17,18.32,15.03,13.93,12.98,13.95,13.68,14.87,13.5,9.85,9.89,11.0,14.13
3800,에이스침대,기타제조,0.96,0.77,0.74,0.65,0.62,0.54,0.45,0.44,0.45,0.43,0.42,0.43,0.41,9.14,6.74,6.49,5.71,5.48,5.93,4.94,4.86,4.95,5.42,5.39,5.43,5.14
3830,대한화섬,화학,0.28,0.19,0.16,0.17,0.19,0.18,0.16,0.16,0.18,0.17,0.16,0.18,0.17,8.8,5.68,4.94,5.03,5.75,3.78,3.46,3.41,3.8,11.93,11.21,12.49,11.6
3850,보령,제약,2.41,1.67,1.47,1.45,1.26,1.12,1.14,1.29,1.57,1.3,1.28,1.28,1.21,28.37,17.44,15.35,15.11,13.17,13.8,14.08,15.95,19.35,17.72,17.51,17.44,16.46
3920,남양유업,음식료·담배,0.04,0.04,0.04,0.04,0.05,0.06,0.05,0.05,0.07,0.07,0.07,0.83,0.9,,,,,,,,,,,,,
3960,사조대림,음식료·담배,0.71,0.52,0.44,0.44,0.47,0.41,0.4,0.44,0.52,0.61,0.88,0.57,0.55,6.02,3.52,2.98,2.94,3.16,2.85,2.78,3.1,3.62,3.77,5.46,3.56,3.4
4000,롯데정밀화학,화학,1.18,0.94,0.77,0.69,0.66,0.69,0.69,0.64,0.55,0.49,0.5,0.44,0.43,9.7,3.52,2.9,2.58,2.47,10.79,10.88,10.12,8.57,6.37,6.52,5.74,5.69
4020,현대제철,금속,0.33,0.29,0.24,0.23,0.25,0.25,0.25,0.24,0.24,0.21,0.18,0.16,0.17,,3.6,2.95,2.84,3.08,4.52,4.64,4.45,4.38,8.78,7.58,6.74,7.1
4060,SG세계물산,유통,0.74,0.57,0.48,0.45,0.46,0.43,0.39,0.35,0.35,0.33,0.31,0.28,0.26,,2.94,2.49,2.36,2.41,58.35,53.9,48.51,48.57,,,,
4080,신흥,유통,1.73,1.54,1.48,1.38,1.37,1.26,1.24,1.25,1.26,1.22,1.18,1.18,1.2,12.7,11.71,11.23,10.51,10.44,15.9,15.66,15.76,15.93,15.01,14.52,14.58,14.79
4090,한국석유,비금속,1.48,1.21,0.91,0.88,0.84,0.79,0.75,0.92,0.94,1.15,1.26,1.06,0.91,30.93,16.48,12.42,12.05,11.46,11.77,11.21,13.64,14.06,13.84,15.08,12.77,10.87
4100,태양금속,운송장비·부품,0.54,0.61,0.58,0.58,0.71,0.7,0.89,1.28,1.0,0.88,1.11,1.1,1.05,,,,,,,,,,2388.77,3010.48,2981.8,2839.31
4140,동방,운송·창고,1.3,1.23,1.01,0.92,0.94,0.86,0.77,0.73,0.85,0.85,0.97,0.77,0.75,9.93,,,,,135.73,121.1,115.62,133.68,8.18,9.28,7.42,7.2
4150,한솔홀딩스,기타금융,0.28,0.28,0.27,0.26,0.27,0.23,0.21,0.2,0.22,0.21,0.19,0.17,0.18,1.98,6.65,6.47,6.34,6.52,2.74,2.53,2.4,2.6,15.67,14.51,13.06,13.72
4170,신세계,유통,0.72,0.65,0.59,0.57,0.57,0.48,0.47,0.42,0.41,0.37,0.34,0.31,0.31,,7.93,7.14,7.01,7.01,4.87,4.8,4.21,4.13,7.02,6.5,5.95,5.95
4250,NPC,화학,1.27,1.29,1.15,0.9,0.89,0.83,0.74,0.64,0.63,0.57,0.51,0.53,0.46,19.88,15.93,14.19,11.08,11.01,10.04,8.95,7.78,7.6,7.85,7.01,7.23,6.33
4270,남성,유통,1.47,0.76,0.59,0.55,0.64,0.56,0.57,0.57,0.54,0.53,0.44,0.36,0.32,,12.78,9.97,9.15,10.69,21.13,21.51,21.31,20.34,,,,
4310,현대약품,제약,1.87,1.58,1.71,1.58,1.56,1.53,1.29,1.24,1.24,1.17,1.43,1.2,1.08,65.9,,,,,,,,,16.48,20.1,16.86,15.16
4360,세방,운송·창고,0.31,0.29,0.31,0.54,1.07,0.5,0.26,0.25,0.27,0.25,0.27,0.24,0.24,8.01,5.04,5.42,9.4,18.58,4.71,2.44,2.37,2.55,3.86,4.15,3.7,3.67
4370,농심,음식료·담배,0.94,0.77,0.77,0.84,0.93,1.03,1.08,1.09,0.94,1.04,1.01,0.86,0.88,12.2,16.85,16.89,18.39,20.31,20.35,21.41,21.71,18.61,14.68,14.26,12.18,12.37
4380,삼익THK,기계·장비,1.43,1.43,1.36,1.27,1.39,1.32,1.23,1.04,1.32,1.36,1.09,0.89,1.11,60.26,23.89,22.77,21.25,23.26,16.7,15.61,13.11,16.69,277.37,221.54,181.82,226.61
4410,서울식품,음식료·담배,3.78,4.4,3.61,3.17,2.99,2.87,2.67,2.5,2.45,2.53,2.41,2.16,2.04,,,,,,107.68,100.07,93.61,91.84,,,,
4430,송원산업,화학,1.07,1.06,0.84,0.78,0.84,0.64,0.63,0.64,0.54,0.46,0.39,0.4,0.41,17.82,7.97,6.3,5.84,6.29,3.32,3.28,3.3,2.79,9.25,7.9,8.13,8.34
4440,삼일씨엔에스,비금속,0.48,0.45,0.37,0.29,0.26,0.25,0.22,0.21,0.21,0.21,0.2,0.18,0.19,,,,,,,,,,27.88,26.96,23.96,24.46
4450,삼화왕관,금속,0.65,0.55,0.51,0.46,0.49,0.54,0.52,0.49,0.49,0.56,0.54,0.53,0.52,52.77,55.3,51.3,46.82,49.61,,,,,,,,
4490,세방전지,전기·전자,0.83,0.74,0.58,0.48,0.56,0.57,0.58,0.6,0.78,1.02,0.93,0.72,0.77,13.27,10.39,8.08,6.78,7.86,16.15,16.44,17.07,22.12,11.39,10.35,8.03,8.55
4540,깨끗한나라,종이·목재,0.74,0.7,0.57,0.49,0.48,0.42,0.35,0.35,0.43,0.42,0.42,0.39,0.41,4.19,18.95,15.34,13.23,12.9,,,,,,,,
4560,현대비앤지스틸,금속,0.59,0.5,0.41,0.34,0.34,0.46,0.39,0.4,0.55,0.62,0.46,0.38,0.39,10.63,3.57,2.9,2.45,2.41,9.36,7.93,8.12,11.06,,,,
4590,한국가구,유통,0.8,0.79,0.67,0.52,0.51,0.4,0.39,0.36,0.36,0.36,0.33,0.34,0.36,10.03,4.66,3.93,3.09,2.99,5.57,5.51,5.09,5.08,5.26,4.8,4.9,5.21
4650,창해에탄올,음식료·담배,0.92,0.78,0.69,0.64,0.6,0.6,0.58,0.54,0.53,0.56,0.57,0.57,0.54,7.67,10.61,9.48,8.76,8.18,1052.13,1004.66,947.42,927.46,,,,
4690,삼천리,전기·가스,0.31,0.35,0.52,0.85,1.22,0.55,0.26,0.23,0.24,0.21,0.2,0.2,0.2,10.77,7.81,11.78,19.11,27.61,15.68,7.41,6.66,6.75,2.61,2.55,2.55,2.57
4700,조광피혁,섬유·의류,1.08,0.45,0.42,0.46,0.46,0.46,0.46,0.47,0.5,0.42,0.44,0.43,0.43,9.25,15.24,14.11,15.63,15.37,28.79,28.99,29.16,30.94,19.96,21.05,20.75,20.64
4710,한솔테크닉스,전기·전자,0.78,0.73,0.64,0.6,0.65,0.72,0.7,0.66,0.69,0.52,0.45,0.37,0.37,8.16,,,,,15.06,14.65,13.69,14.41,4.18,3.58,2.99,2.99
4720,팜젠사이언스,제약,1.69,0.96,0.9,0.84,0.78,0.48,0.47,0.46,0.45,0.42,0.41,0.36,0.34,14.23,3.62,3.41,3.17,2.95,1.39,1.36,1.34,1.31,15.23,14.79,13.14,12.25
4770,써니전자,전기·전자,2.16,1.58,1.35,1.23,1.42,1.11,1.11,1.14,1.08,0.88,0.72,0.81,0.98,23.3,23.93,20.48,18.68,21.53,16.18,16.2,16.6,15.71,17.4,14.32,16.2,19.42
4780,대륙제관,금속,0.71,0.68,0.6,0.58,0.59,0.54,0.51,0.49,0.49,0.46,0.45,0.45,0.43,6.88,10.9,9.68,9.25,9.49,7.32,6.89,6.57,6.65,5.02,4.86,4.9,4.66
4800,효성,기타금융,0.62,0.48,0.44,0.43,0.4,0.4,0.37,0.38,0.36,0.37,0.38,0.39,0.38,,2.91,2.61,2.57,2.37,64.9,60.29,62.53,59.44,15207.66,15488.17,16244.54,15654.6
4830,덕성,화학,3.53,1.49,1.11,0.97,0.99,0.87,1.24,1.29,1.57,1.48,1.27,1.17,1.28,58.96,21.04,15.71,13.69,13.99,29.73,42.17,43.78,53.47,22.88,19.55,18.09,19.76
4840,DRB동일,화학,0.29,0.28,0.24,0.22,0.23,0.26,0.29,0.3,0.32,0.29,0.25,0.23,0.22,42.25,,,,,60.77,68.3,69.98,74.88,7.09,6.22,5.61,5.35
4870,티웨이홀딩스,비금속,0.79,1.48,1.06,1.03,1.24,0.42,0.37,0.31,0.33,0.31,0.36,0.45,0.53,,,,,,0.92,0.79,0.66,0.71,11.39,13.2,16.5,19.22
4890,동일산업,금속,1.13,0.91,0.95,0.99,1.1,1.07,0.3,0.25,0.24,0.23,0.22,0.21,0.21,45.29,8.38,8.75,9.06,10.08,20.44,5.82,4.8,4.5,,,,
4910,조광페인트,화학,0.54,0.46,0.45,0.46,0.44,0.43,0.4,0.37,0.36,0.38,0.41,0.35,0.34,19.55,,,,,,,,,14.05,15.2,12.86,12.55
4920,씨아이테크,전기·전자,0.98,0.98,0.97,0.74,0.87,1.42,1.89,1.35,1.08,1.07,1.03,1.17,0.99,,,,,,,,,,,,,
4960,한신공영,건설,0.33,0.27,0.21,0.16,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,1.89,3.75,2.84,2.27,2.06,2.03,1.94,1.84,1.82,2.43,2.51,2.47,2.29
4970,신라교역,"농업, 임업 및 어업",0.39,0.35,0.31,0.32,0.31,0.3,0.25,0.24,0.25,0.27,0.28,0.26,0.24,26.15,4.32,3.9,4.02,3.9,11.65,9.98,9.57,9.71,9.08,9.32,8.67,7.95
4980,성신양회,비금속,0.9,0.72,0.58,0.6,0.56,0.62,0.57,0.54,0.53,0.4,0.4,0.37,0.35,34.69,45.94,36.9,38.48,35.49,,,,,3.2,3.17,2.92,2.8
4990,롯데지주,기타금융,0.48,0.35,0.39,0.35,0.32,0.28,0.25,0.28,0.29,0.27,0.25,0.24,0.23,,8.0,8.82,7.83,7.14,11.85,10.61,11.49,11.89,,,,
5010,휴스틸,금속,0.06,0.05,0.32,0.37,0.41,0.4,0.35,0.3,0.31,0.25,0.24,0.22,0.27,2.65,0.83,5.13,5.99,6.67,1.14,0.98,0.86,0.89,3.56,3.32,3.12,3.81
5030,부산주공,운송장비·부품,1.16,2.34,2.24,1.97,1.6,1.54,1.54,1.54,1.54,1.92,1.92,1.92,1.92,,,,,,,,,,,,,
5070,코스모신소재,화학,6.38,7.42,8.25,8.64,11.58,22.3,20.9,19.27,19.52,10.25,8.29,5.52,3.5,96.12,83.9,93.27,97.67,130.94,200.44,187.89,173.23,175.44,175.33,141.84,94.47,59.92
5090,SGC에너지,전기·가스,1.32,1.08,0.85,0.79,0.74,0.59,0.53,0.57,0.49,0.5,0.54,0.53,0.47,28.52,10.56,8.28,7.65,7.18,3.51,3.16,3.38,2.94,8.5,9.08,9.0,7.93
5110,한창,유통,6.16,8.5,9.5,8.2,7.75,11.09,5.85,1.01,0.92,3.44,3.44,3.44,3.44,,,,,,,,,,,,,
5160,동국산업,금속,0.48,0.44,0.47,0.58,0.61,0.9,0.77,0.62,0.86,1.01,0.81,0.77,0.57,26.54,8.76,9.41,11.72,12.35,55.71,47.53,38.21,53.6,,,,
5180,빙그레,음식료·담배,0.89,0.83,0.72,0.63,0.65,0.71,0.77,0.84,0.83,1.12,1.04,0.94,1.22,13.56,,,,,15.89,17.25,18.8,18.56,8.33,7.74,6.99,9.05
5250,녹십자홀딩스,일반서비스,1.29,0.94,0.85,0.76,0.72,0.68,0.62,0.65,0.71,0.7,0.72,0.73,0.67,6.29,17.28,15.73,14.02,13.31,21.44,19.34,20.29,22.38,,,,
5290,동진쎄미켐,화학,4.45,3.6,3.08,2.9,3.11,2.52,2.72,2.62,2.98,2.81,2.12,1.58,1.68,22.64,19.31,16.52,15.53,16.66,11.01,11.87,11.47,13.04,17.78,13.43,9.97,10.62
5300,롯데칠성,음식료·담배,1.16,1.29,1.15,1.05,1.14,1.06,0.93,1.06,0.95,0.89,0.91,0.82,0.73,,13.91,12.38,11.31,12.27,11.54,10.08,11.54,10.29,7.89,8.07,7.22,6.46
5320,온타이드,유통,1.03,1.13,0.85,0.61,0.74,0.63,0.5,0.4,0.38,0.39,0.32,0.3,0.32,5.21,,,,,45.8,36.85,29.43,27.74,,,,
5360,모나미,유통,0.92,0.82,0.66,0.6,0.63,0.61,0.62,0.54,0.55,0.56,0.51,0.43,0.41,1065.44,5.36,4.35,3.92,4.14,20.34,20.42,18.03,18.25,,,,
5380,현대차,운송장비·부품,0.74,0.63,0.66,0.57,0.59,0.63,0.61,0.59,0.71,0.73,0.72,0.63,0.58,34.1,9.54,10.05,8.73,9.07,6.99,6.79,6.47,7.82,5.58,5.52,4.82,4.5
5390,신성통상,유통,1.97,1.82,1.56,0.99,0.98,0.88,0.81,0.68,0.63,0.64,0.77,0.64,0.65,18.2,16.75,14.35,4.43,4.38,3.92,3.64,3.44,3.23,3.28,3.91,4.18,4.24
5420,코스모화학,화학,2.53,3.04,4.28,4.79,6.88,9.33,7.86,6.02,5.76,4.01,2.83,2.48,2.48,,41.93,59.06,66.1,94.96,170.89,143.84,110.13,105.48,,,,
5430,한국공항,운송·창고,0.53,0.48,0.4,0.4,0.44,0.36,0.36,0.39,0.49,0.6,0.54,0.49,0.46,,43.09,36.03,35.33,39.67,20.87,20.96,22.76,29.04,6.62,6.04,5.39,5.1
5440,현대지에프홀딩스,기타금융,0.3,0.27,0.24,0.21,0.22,0.19,0.17,0.17,0.2,0.26,0.26,0.27,0.3,6.78,11.35,9.94,8.97,9.4,6.18,5.52,5.63,6.44,0.38,0.37,0.39,0.42
5490,POSCO홀딩스,금속,0.56,0.42,0.36,0.41,0.47,0.55,0.79,0.68,0.63,0.54,0.5,0.43,0.38,14.16,3.19,2.74,3.11,3.6,9.25,13.19,11.38,10.56,17.31,15.86,13.78,12.22
5500,삼진제약,제약,1.64,1.3,1.3,1.35,1.22,1.08,1.08,1.05,0.99,0.96,0.92,0.88,0.85,11.1,10.75,10.76,11.17,10.07,12.97,12.98,12.6,11.9,13.6,13.03,12.56,12.09
5610,SPC삼립,음식료·담배,2.3,1.99,1.96,1.75,1.7,1.54,1.4,1.33,1.23,1.13,1.03,0.94,0.98,,16.49,16.27,14.53,14.07,11.27,10.23,9.69,9.02,9.47,8.59,7.83,8.21
5670,푸드웰,음식료·담배,0.86,0.77,0.71,0.63,0.63,0.58,0.54,0.51,0.5,0.54,0.54,0.53,0.54,16.22,11.42,10.5,9.36,9.25,12.18,11.36,10.62,10.5,14.46,14.42,14.15,14.44
5680,삼영전자,전기·전자,0.44,0.44,0.41,0.38,0.37,0.37,0.34,0.32,0.38,0.38,0.34,0.37,0.38,18.83,13.21,12.29,11.35,11.03,10.61,9.72,9.12,10.83,14.39,12.89,14.34,14.58
5690,파미셀,제약,12.1,11.69,11.13,9.47,9.12,6.69,5.4,4.67,4.46,4.27,4.18,4.19,7.47,132.4,80.17,76.29,64.9,62.55,48.78,39.38,34.04,32.58,95.3,93.39,93.59,166.89
5710,대원산업,운송장비·부품,0.38,0.32,0.3,0.3,0.31,0.31,0.28,0.27,0.29,0.29,0.27,0.27,0.29,6.95,3.64,3.35,3.36,3.54,3.4,3.12,3.0,3.26,3.57,3.4,3.31,3.59
5720,넥센,화학,0.24,0.21,0.19,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.2,22.34,8.05,7.24,7.85,7.73,13.55,13.19,12.89,13.33,5.65,5.99,5.9,5.73
5740,크라운해태홀딩스,기타금융,0.49,0.48,0.38,0.34,0.37,0.32,0.3,0.29,0.3,0.31,0.29,0.27,0.26,5.86,31.13,24.37,21.92,23.68,11.38,10.56,10.25,10.63,4.62,4.43,4.1,3.9
5750,대림바스,비금속,0.78,0.74,0.53,0.42,0.39,0.37,0.39,0.41,0.38,0.45,0.4,0.4,0.42,,105.63,76.42,60.55,56.67,,,,,,,,
5800,신영와코루,섬유·의류,0.04,0.35,0.33,0.32,0.3,0.27,0.24,0.23,0.23,0.23,0.22,0.22,0.25,3.82,17.59,16.24,15.72,15.13,4.21,3.71,3.55,3.63,16.6,16.31,16.31,18.5
5810,풍산홀딩스,기타금융,0.31,0.22,0.2,0.2,0.23,0.25,0.24,0.23,0.4,0.41,0.37,0.36,0.37,13.37,1.11,1.03,1.03,1.19,3.27,3.16,3.04,5.29,5.03,4.58,4.48,4.63
5820,원림,섬유·의류,0.46,0.45,0.46,0.39,0.43,0.42,0.39,0.36,0.33,0.31,0.27,0.25,0.23,2.72,33.93,34.74,29.65,32.25,6.57,6.16,5.62,5.27,5.12,4.5,4.04,3.84
